job_title,employer_location,job_description,industry,job_desc_count,masculine_counts,feminine_counts,mas_pron_counts,fem_pron_counts,sup_counts,mas_tot,fem_tot,mas_ratio,fem_ratio
Veterinary Assistant,"Santa Cruz, CA, US",job description successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,41,1,4,0,0,1,2,4,0.04878048780487805,0.0975609756097561
Veterinary Assistant,"Charlotte, NC, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"Peachtree City, GA, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Veterinary Assistant,"Charlotte, NC, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice desired skills experience day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,443,14,28,0,0,4,18,28,0.040632054176072234,0.06320541760722348
Veterinary Assistant,"Arroyo Grande, CA, US",job description arroyo grande veterinary hospital busy small animal practice arroyo grande california seeking highly motivated experienced veterinary assistant room technician join team duties include tracking scheduled appointments assisting veterinarians ensuring patients served timely manner drawing vaccines taking pets vital signs cleaning stocking maintaining exam rooms animal restraint assist technical clerical duties assigned maintaining medical records preparing surgical suite surgical patients performing laboratory work diagnostic imaging qualifications must able lift 50 lbs least one year veterinary assistant veterinary technician assistant room technician experience preferred must great communication skills must people person ability interact clients doctors staff must flexible schedule organized able handle high phone volume able multi task prioritize offer competitive compensation great benefits eligible employees including medical dental generous personal pet care discounts 401k,vetinary,125,2,1,0,0,0,2,1,0.016,0.008
Veterinary Assistant - 002440,"Miami, FL, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"DeLand, FL, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Veterinary Assistant - 005065,"Miami, FL, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"Maple Shade, NJ, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Veterinary Assistant - 000762,"Woodbridge, NJ, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Vetco Veterinary Assistant,"Yukon, OK, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet minimum,vetinary,120,0,1,0,0,3,3,1,0.025,0.008333333333333333
Hospital Veterinary Assistant - Part Time,"Brooklyn, NY, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Vetco Veterinary Assistant,"Nashua, NH, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet w minimum,vetinary,121,0,1,0,0,3,3,1,0.024793388429752067,0.008264462809917356
Veterinary Assistant,"Staten Island, NY, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Veterinary Assistant,"Thornton, CO, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"Ho-Ho-Kus, NJ, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients maintaining medical records preparing surgical suite surgical patients filling prescriptions performing laboratory work diagnostic imaging providing compassionate care home away home boarded hospitalized pets vca passion medicine compassion pets people matched commitment professional growth enjoy exposure diverse stimulating caseload employ advanced imaging monitoring tools tap expertise 4 500 doctors including 600 boarded specialists sharpen skills—and even learn new techniques—and explore career options vca offer continuing education transfer specialization leadership opportunities,vetinary,107,2,5,0,0,2,4,5,0.037383177570093455,0.04672897196261682
Veterinary Assistant - 005114,"Pinecrest, FL, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"Birmingham, AL, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Vetco Veterinary Assistant,"Marlborough, MA, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet w minimum,vetinary,121,0,1,0,0,3,3,1,0.024793388429752067,0.008264462809917356
Veterinary Assistant - Part Time,"Saugus, MA, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Veterinary Assistant - Full Time,"Saugus, MA, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Vetco Veterinary Assistant,"Broomfield, CO, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet w minimum,vetinary,121,0,1,0,0,3,3,1,0.024793388429752067,0.008264462809917356
Veterinary Assistant - 001526,"Miami, FL, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Veterinary Assistant,"Allenwood, NJ, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients maintaining medical records preparing surgical suite surgical patients filling prescriptions performing laboratory work diagnostic imaging providing compassionate care home away home boarded hospitalized pets vca passion medicine compassion pets people matched commitment professional growth enjoy exposure diverse stimulating caseload employ advanced imaging monitoring tools tap expertise 4 500 doctors including 600 boarded specialists sharpen skills—and even learn new techniques—and explore career options vca offer continuing education transfer specialization leadership opportunities,vetinary,107,2,5,0,0,2,4,5,0.037383177570093455,0.04672897196261682
Veterinary Assistant - 000637,"Baton Rouge, LA, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
